crypto_aead_aes256gcm_abytes	GLOBAL	FUNC
crypto_aead_aes256gcm_beforenm	GLOBAL	FUNC
crypto_aead_aes256gcm_decrypt	GLOBAL	FUNC
crypto_aead_aes256gcm_decrypt_afternm	GLOBAL	FUNC
crypto_aead_aes256gcm_decrypt_detached	GLOBAL	FUNC
crypto_aead_aes256gcm_decrypt_detached_afternm	GLOBAL	FUNC
crypto_aead_aes256gcm_encrypt	GLOBAL	FUNC
crypto_aead_aes256gcm_encrypt_afternm	GLOBAL	FUNC
crypto_aead_aes256gcm_encrypt_detached	GLOBAL	FUNC
crypto_aead_aes256gcm_encrypt_detached_afternm	GLOBAL	FUNC
crypto_aead_aes256gcm_is_available	GLOBAL	FUNC
crypto_aead_aes256gcm_keybytes	GLOBAL	FUNC
crypto_aead_aes256gcm_keygen	GLOBAL	FUNC
crypto_aead_aes256gcm_messagebytes_max	GLOBAL	FUNC
crypto_aead_aes256gcm_npubbytes	GLOBAL	FUNC
crypto_aead_aes256gcm_nsecbytes	GLOBAL	FUNC
crypto_aead_aes256gcm_statebytes	GLOBAL	FUNC
crypto_aead_chacha20poly1305_abytes	GLOBAL	FUNC
crypto_aead_chacha20poly1305_decrypt	GLOBAL	FUNC
crypto_aead_chacha20poly1305_decrypt_detached	GLOBAL	FUNC
crypto_aead_chacha20poly1305_encrypt	GLOBAL	FUNC
crypto_aead_chacha20poly1305_encrypt_detached	GLOBAL	FUNC
crypto_aead_chacha20poly1305_ietf_abytes	GLOBAL	FUNC
crypto_aead_chacha20poly1305_ietf_decrypt	GLOBAL	FUNC
crypto_aead_chacha20poly1305_ietf_decrypt_detached	GLOBAL	FUNC
crypto_aead_chacha20poly1305_ietf_encrypt	GLOBAL	FUNC
crypto_aead_chacha20poly1305_ietf_encrypt_detached	GLOBAL	FUNC
crypto_aead_chacha20poly1305_ietf_keybytes	GLOBAL	FUNC
crypto_aead_chacha20poly1305_ietf_keygen	GLOBAL	FUNC
crypto_aead_chacha20poly1305_ietf_messagebytes_max	GLOBAL	FUNC
crypto_aead_chacha20poly1305_ietf_npubbytes	GLOBAL	FUNC
crypto_aead_chacha20poly1305_ietf_nsecbytes	GLOBAL	FUNC
crypto_aead_chacha20poly1305_keybytes	GLOBAL	FUNC
crypto_aead_chacha20poly1305_keygen	GLOBAL	FUNC
crypto_aead_chacha20poly1305_messagebytes_max	GLOBAL	FUNC
crypto_aead_chacha20poly1305_npubbytes	GLOBAL	FUNC
crypto_aead_chacha20poly1305_nsecbytes	GLOBAL	FUNC
crypto_aead_xchacha20poly1305_ietf_abytes	GLOBAL	FUNC
crypto_aead_xchacha20poly1305_ietf_decrypt	GLOBAL	FUNC
crypto_aead_xchacha20poly1305_ietf_decrypt_detached	GLOBAL	FUNC
crypto_aead_xchacha20poly1305_ietf_encrypt	GLOBAL	FUNC
crypto_aead_xchacha20poly1305_ietf_encrypt_detached	GLOBAL	FUNC
crypto_aead_xchacha20poly1305_ietf_keybytes	GLOBAL	FUNC
crypto_aead_xchacha20poly1305_ietf_keygen	GLOBAL	FUNC
crypto_aead_xchacha20poly1305_ietf_messagebytes_max	GLOBAL	FUNC
crypto_aead_xchacha20poly1305_ietf_npubbytes	GLOBAL	FUNC
crypto_aead_xchacha20poly1305_ietf_nsecbytes	GLOBAL	FUNC
crypto_auth	GLOBAL	FUNC
crypto_auth_bytes	GLOBAL	FUNC
crypto_auth_hmacsha256	GLOBAL	FUNC
crypto_auth_hmacsha256_bytes	GLOBAL	FUNC
crypto_auth_hmacsha256_final	GLOBAL	FUNC
crypto_auth_hmacsha256_init	GLOBAL	FUNC
crypto_auth_hmacsha256_keybytes	GLOBAL	FUNC
crypto_auth_hmacsha256_keygen	GLOBAL	FUNC
crypto_auth_hmacsha256_statebytes	GLOBAL	FUNC
crypto_auth_hmacsha256_update	GLOBAL	FUNC
crypto_auth_hmacsha256_verify	GLOBAL	FUNC
crypto_auth_hmacsha512	GLOBAL	FUNC
crypto_auth_hmacsha512256	GLOBAL	FUNC
crypto_auth_hmacsha512256_bytes	GLOBAL	FUNC
crypto_auth_hmacsha512256_final	GLOBAL	FUNC
crypto_auth_hmacsha512256_init	GLOBAL	FUNC
crypto_auth_hmacsha512256_keybytes	GLOBAL	FUNC
crypto_auth_hmacsha512256_keygen	GLOBAL	FUNC
crypto_auth_hmacsha512256_statebytes	GLOBAL	FUNC
crypto_auth_hmacsha512256_update	GLOBAL	FUNC
crypto_auth_hmacsha512256_verify	GLOBAL	FUNC
crypto_auth_hmacsha512_bytes	GLOBAL	FUNC
crypto_auth_hmacsha512_final	GLOBAL	FUNC
crypto_auth_hmacsha512_init	GLOBAL	FUNC
crypto_auth_hmacsha512_keybytes	GLOBAL	FUNC
crypto_auth_hmacsha512_keygen	GLOBAL	FUNC
crypto_auth_hmacsha512_statebytes	GLOBAL	FUNC
crypto_auth_hmacsha512_update	GLOBAL	FUNC
crypto_auth_hmacsha512_verify	GLOBAL	FUNC
crypto_auth_keybytes	GLOBAL	FUNC
crypto_auth_keygen	GLOBAL	FUNC
crypto_auth_primitive	GLOBAL	FUNC
crypto_auth_verify	GLOBAL	FUNC
crypto_box	GLOBAL	FUNC
crypto_box_afternm	GLOBAL	FUNC
crypto_box_beforenm	GLOBAL	FUNC
crypto_box_beforenmbytes	GLOBAL	FUNC
crypto_box_boxzerobytes	GLOBAL	FUNC
crypto_box_curve25519xchacha20poly1305_beforenm	GLOBAL	FUNC
crypto_box_curve25519xchacha20poly1305_beforenmbytes	GLOBAL	FUNC
crypto_box_curve25519xchacha20poly1305_detached	GLOBAL	FUNC
crypto_box_curve25519xchacha20poly1305_detached_afternm	GLOBAL	FUNC
crypto_box_curve25519xchacha20poly1305_easy	GLOBAL	FUNC
crypto_box_curve25519xchacha20poly1305_easy_afternm	GLOBAL	FUNC
crypto_box_curve25519xchacha20poly1305_keypair	GLOBAL	FUNC
crypto_box_curve25519xchacha20poly1305_macbytes	GLOBAL	FUNC
crypto_box_curve25519xchacha20poly1305_messagebytes_max	GLOBAL	FUNC
crypto_box_curve25519xchacha20poly1305_noncebytes	GLOBAL	FUNC
crypto_box_curve25519xchacha20poly1305_open_detached	GLOBAL	FUNC
crypto_box_curve25519xchacha20poly1305_open_detached_afternm	GLOBAL	FUNC
crypto_box_curve25519xchacha20poly1305_open_easy	GLOBAL	FUNC
crypto_box_curve25519xchacha20poly1305_open_easy_afternm	GLOBAL	FUNC
crypto_box_curve25519xchacha20poly1305_publickeybytes	GLOBAL	FUNC
crypto_box_curve25519xchacha20poly1305_seal	GLOBAL	FUNC
crypto_box_curve25519xchacha20poly1305_seal_open	GLOBAL	FUNC
crypto_box_curve25519xchacha20poly1305_sealbytes	GLOBAL	FUNC
crypto_box_curve25519xchacha20poly1305_secretkeybytes	GLOBAL	FUNC
crypto_box_curve25519xchacha20poly1305_seed_keypair	GLOBAL	FUNC
crypto_box_curve25519xchacha20poly1305_seedbytes	GLOBAL	FUNC
crypto_box_curve25519xsalsa20poly1305	GLOBAL	FUNC
crypto_box_curve25519xsalsa20poly1305_afternm	GLOBAL	FUNC
crypto_box_curve25519xsalsa20poly1305_beforenm	GLOBAL	FUNC
crypto_box_curve25519xsalsa20poly1305_beforenmbytes	GLOBAL	FUNC
crypto_box_curve25519xsalsa20poly1305_boxzerobytes	GLOBAL	FUNC
crypto_box_curve25519xsalsa20poly1305_keypair	GLOBAL	FUNC
crypto_box_curve25519xsalsa20poly1305_macbytes	GLOBAL	FUNC
crypto_box_curve25519xsalsa20poly1305_messagebytes_max	GLOBAL	FUNC
crypto_box_curve25519xsalsa20poly1305_noncebytes	GLOBAL	FUNC
crypto_box_curve25519xsalsa20poly1305_open	GLOBAL	FUNC
crypto_box_curve25519xsalsa20poly1305_open_afternm	GLOBAL	FUNC
crypto_box_curve25519xsalsa20poly1305_publickeybytes	GLOBAL	FUNC
crypto_box_curve25519xsalsa20poly1305_secretkeybytes	GLOBAL	FUNC
crypto_box_curve25519xsalsa20poly1305_seed_keypair	GLOBAL	FUNC
crypto_box_curve25519xsalsa20poly1305_seedbytes	GLOBAL	FUNC
crypto_box_curve25519xsalsa20poly1305_zerobytes	GLOBAL	FUNC
crypto_box_detached	GLOBAL	FUNC
crypto_box_detached_afternm	GLOBAL	FUNC
crypto_box_easy	GLOBAL	FUNC
crypto_box_easy_afternm	GLOBAL	FUNC
crypto_box_keypair	GLOBAL	FUNC
crypto_box_macbytes	GLOBAL	FUNC
crypto_box_messagebytes_max	GLOBAL	FUNC
crypto_box_noncebytes	GLOBAL	FUNC
crypto_box_open	GLOBAL	FUNC
crypto_box_open_afternm	GLOBAL	FUNC
crypto_box_open_detached	GLOBAL	FUNC
crypto_box_open_detached_afternm	GLOBAL	FUNC
crypto_box_open_easy	GLOBAL	FUNC
crypto_box_open_easy_afternm	GLOBAL	FUNC
crypto_box_primitive	GLOBAL	FUNC
crypto_box_publickeybytes	GLOBAL	FUNC
crypto_box_seal	GLOBAL	FUNC
crypto_box_seal_open	GLOBAL	FUNC
crypto_box_sealbytes	GLOBAL	FUNC
crypto_box_secretkeybytes	GLOBAL	FUNC
crypto_box_seed_keypair	GLOBAL	FUNC
crypto_box_seedbytes	GLOBAL	FUNC
crypto_box_zerobytes	GLOBAL	FUNC
crypto_core_ed25519_add	GLOBAL	FUNC
crypto_core_ed25519_bytes	GLOBAL	FUNC
crypto_core_ed25519_from_hash	GLOBAL	FUNC
crypto_core_ed25519_from_uniform	GLOBAL	FUNC
crypto_core_ed25519_hashbytes	GLOBAL	FUNC
crypto_core_ed25519_is_valid_point	GLOBAL	FUNC
crypto_core_ed25519_nonreducedscalarbytes	GLOBAL	FUNC
crypto_core_ed25519_random	GLOBAL	FUNC
crypto_core_ed25519_scalar_add	GLOBAL	FUNC
crypto_core_ed25519_scalar_complement	GLOBAL	FUNC
crypto_core_ed25519_scalar_invert	GLOBAL	FUNC
crypto_core_ed25519_scalar_mul	GLOBAL	FUNC
crypto_core_ed25519_scalar_negate	GLOBAL	FUNC
crypto_core_ed25519_scalar_random	GLOBAL	FUNC
crypto_core_ed25519_scalar_reduce	GLOBAL	FUNC
crypto_core_ed25519_scalar_sub	GLOBAL	FUNC
crypto_core_ed25519_scalarbytes	GLOBAL	FUNC
crypto_core_ed25519_sub	GLOBAL	FUNC
crypto_core_ed25519_uniformbytes	GLOBAL	FUNC
crypto_core_hchacha20	GLOBAL	FUNC
crypto_core_hchacha20_constbytes	GLOBAL	FUNC
crypto_core_hchacha20_inputbytes	GLOBAL	FUNC
crypto_core_hchacha20_keybytes	GLOBAL	FUNC
crypto_core_hchacha20_outputbytes	GLOBAL	FUNC
crypto_core_hsalsa20	GLOBAL	FUNC
crypto_core_hsalsa20_constbytes	GLOBAL	FUNC
crypto_core_hsalsa20_inputbytes	GLOBAL	FUNC
crypto_core_hsalsa20_keybytes	GLOBAL	FUNC
crypto_core_hsalsa20_outputbytes	GLOBAL	FUNC
crypto_core_ristretto255_add	GLOBAL	FUNC
crypto_core_ristretto255_bytes	GLOBAL	FUNC
crypto_core_ristretto255_from_hash	GLOBAL	FUNC
crypto_core_ristretto255_hashbytes	GLOBAL	FUNC
crypto_core_ristretto255_is_valid_point	GLOBAL	FUNC
crypto_core_ristretto255_nonreducedscalarbytes	GLOBAL	FUNC
crypto_core_ristretto255_random	GLOBAL	FUNC
crypto_core_ristretto255_scalar_add	GLOBAL	FUNC
crypto_core_ristretto255_scalar_complement	GLOBAL	FUNC
crypto_core_ristretto255_scalar_invert	GLOBAL	FUNC
crypto_core_ristretto255_scalar_mul	GLOBAL	FUNC
crypto_core_ristretto255_scalar_negate	GLOBAL	FUNC
crypto_core_ristretto255_scalar_random	GLOBAL	FUNC
crypto_core_ristretto255_scalar_reduce	GLOBAL	FUNC
crypto_core_ristretto255_scalar_sub	GLOBAL	FUNC
crypto_core_ristretto255_scalarbytes	GLOBAL	FUNC
crypto_core_ristretto255_sub	GLOBAL	FUNC
crypto_core_salsa20	GLOBAL	FUNC
crypto_core_salsa2012	GLOBAL	FUNC
crypto_core_salsa2012_constbytes	GLOBAL	FUNC
crypto_core_salsa2012_inputbytes	GLOBAL	FUNC
crypto_core_salsa2012_keybytes	GLOBAL	FUNC
crypto_core_salsa2012_outputbytes	GLOBAL	FUNC
crypto_core_salsa208	GLOBAL	FUNC
crypto_core_salsa208_constbytes	GLOBAL	FUNC
crypto_core_salsa208_inputbytes	GLOBAL	FUNC
crypto_core_salsa208_keybytes	GLOBAL	FUNC
crypto_core_salsa208_outputbytes	GLOBAL	FUNC
crypto_core_salsa20_constbytes	GLOBAL	FUNC
crypto_core_salsa20_inputbytes	GLOBAL	FUNC
crypto_core_salsa20_keybytes	GLOBAL	FUNC
crypto_core_salsa20_outputbytes	GLOBAL	FUNC
crypto_generichash	GLOBAL	FUNC
crypto_generichash_blake2b	GLOBAL	FUNC
crypto_generichash_blake2b_bytes	GLOBAL	FUNC
crypto_generichash_blake2b_bytes_max	GLOBAL	FUNC
crypto_generichash_blake2b_bytes_min	GLOBAL	FUNC
crypto_generichash_blake2b_final	GLOBAL	FUNC
crypto_generichash_blake2b_init	GLOBAL	FUNC
crypto_generichash_blake2b_init_salt_personal	GLOBAL	FUNC
crypto_generichash_blake2b_keybytes	GLOBAL	FUNC
crypto_generichash_blake2b_keybytes_max	GLOBAL	FUNC
crypto_generichash_blake2b_keybytes_min	GLOBAL	FUNC
crypto_generichash_blake2b_keygen	GLOBAL	FUNC
crypto_generichash_blake2b_personalbytes	GLOBAL	FUNC
crypto_generichash_blake2b_salt_personal	GLOBAL	FUNC
crypto_generichash_blake2b_saltbytes	GLOBAL	FUNC
crypto_generichash_blake2b_statebytes	GLOBAL	FUNC
crypto_generichash_blake2b_update	GLOBAL	FUNC
crypto_generichash_bytes	GLOBAL	FUNC
crypto_generichash_bytes_max	GLOBAL	FUNC
crypto_generichash_bytes_min	GLOBAL	FUNC
crypto_generichash_final	GLOBAL	FUNC
crypto_generichash_init	GLOBAL	FUNC
crypto_generichash_keybytes	GLOBAL	FUNC
crypto_generichash_keybytes_max	GLOBAL	FUNC
crypto_generichash_keybytes_min	GLOBAL	FUNC
crypto_generichash_keygen	GLOBAL	FUNC
crypto_generichash_primitive	GLOBAL	FUNC
crypto_generichash_statebytes	GLOBAL	FUNC
crypto_generichash_update	GLOBAL	FUNC
crypto_hash	GLOBAL	FUNC
crypto_hash_bytes	GLOBAL	FUNC
crypto_hash_primitive	GLOBAL	FUNC
crypto_hash_sha256	GLOBAL	FUNC
crypto_hash_sha256_bytes	GLOBAL	FUNC
crypto_hash_sha256_final	GLOBAL	FUNC
crypto_hash_sha256_init	GLOBAL	FUNC
crypto_hash_sha256_statebytes	GLOBAL	FUNC
crypto_hash_sha256_update	GLOBAL	FUNC
crypto_hash_sha512	GLOBAL	FUNC
crypto_hash_sha512_bytes	GLOBAL	FUNC
crypto_hash_sha512_final	GLOBAL	FUNC
crypto_hash_sha512_init	GLOBAL	FUNC
crypto_hash_sha512_statebytes	GLOBAL	FUNC
crypto_hash_sha512_update	GLOBAL	FUNC
crypto_kdf_blake2b_bytes_max	GLOBAL	FUNC
crypto_kdf_blake2b_bytes_min	GLOBAL	FUNC
crypto_kdf_blake2b_contextbytes	GLOBAL	FUNC
crypto_kdf_blake2b_derive_from_key	GLOBAL	FUNC
crypto_kdf_blake2b_keybytes	GLOBAL	FUNC
crypto_kdf_bytes_max	GLOBAL	FUNC
crypto_kdf_bytes_min	GLOBAL	FUNC
crypto_kdf_contextbytes	GLOBAL	FUNC
crypto_kdf_derive_from_key	GLOBAL	FUNC
crypto_kdf_keybytes	GLOBAL	FUNC
crypto_kdf_keygen	GLOBAL	FUNC
crypto_kdf_primitive	GLOBAL	FUNC
crypto_kx_client_session_keys	GLOBAL	FUNC
crypto_kx_keypair	GLOBAL	FUNC
crypto_kx_primitive	GLOBAL	FUNC
crypto_kx_publickeybytes	GLOBAL	FUNC
crypto_kx_secretkeybytes	GLOBAL	FUNC
crypto_kx_seed_keypair	GLOBAL	FUNC
crypto_kx_seedbytes	GLOBAL	FUNC
crypto_kx_server_session_keys	GLOBAL	FUNC
crypto_kx_sessionkeybytes	GLOBAL	FUNC
crypto_onetimeauth	GLOBAL	FUNC
crypto_onetimeauth_bytes	GLOBAL	FUNC
crypto_onetimeauth_final	GLOBAL	FUNC
crypto_onetimeauth_init	GLOBAL	FUNC
crypto_onetimeauth_keybytes	GLOBAL	FUNC
crypto_onetimeauth_keygen	GLOBAL	FUNC
crypto_onetimeauth_poly1305	GLOBAL	FUNC
crypto_onetimeauth_poly1305_bytes	GLOBAL	FUNC
crypto_onetimeauth_poly1305_final	GLOBAL	FUNC
crypto_onetimeauth_poly1305_init	GLOBAL	FUNC
crypto_onetimeauth_poly1305_keybytes	GLOBAL	FUNC
crypto_onetimeauth_poly1305_keygen	GLOBAL	FUNC
crypto_onetimeauth_poly1305_statebytes	GLOBAL	FUNC
crypto_onetimeauth_poly1305_update	GLOBAL	FUNC
crypto_onetimeauth_poly1305_verify	GLOBAL	FUNC
crypto_onetimeauth_primitive	GLOBAL	FUNC
crypto_onetimeauth_statebytes	GLOBAL	FUNC
crypto_onetimeauth_update	GLOBAL	FUNC
crypto_onetimeauth_verify	GLOBAL	FUNC
crypto_pwhash	GLOBAL	FUNC
crypto_pwhash_alg_argon2i13	GLOBAL	FUNC
crypto_pwhash_alg_argon2id13	GLOBAL	FUNC
crypto_pwhash_alg_default	GLOBAL	FUNC
crypto_pwhash_argon2i	GLOBAL	FUNC
crypto_pwhash_argon2i_alg_argon2i13	GLOBAL	FUNC
crypto_pwhash_argon2i_bytes_max	GLOBAL	FUNC
